"Datum","Standort","Parameter","Intervall","Einheit","Wert","Status"
"2025-03-14T21:00+0100","Zch_Schimmelstrasse","p","h1","hPa",958.05,"bereinigt"
"2025-03-14T21:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",72.3,"bereinigt"
"2025-03-14T21:00+0100","Zch_Stampfenbachstrasse","RainDur","h1","min",0.0,"bereinigt"
"2025-03-14T21:00+0100","Zch_Stampfenbachstrasse","StrGlo","h1","W/m2",0.01,"bereinigt"
"2025-03-14T21:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",5.13,"bereinigt"
"2025-03-14T21:00+0100","Zch_Stampfenbachstrasse","WD","h1","°",38.11,"bereinigt"
"2025-03-14T21:00+0100","Zch_Stampfenbachstrasse","WVs","h1","m/s",2.8,"bereinigt"
"2025-03-14T21:00+0100","Zch_Stampfenbachstrasse","WVv","h1","m/s",2.7,"bereinigt"
"2025-03-14T21:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",955.46,"bereinigt"
"2025-03-14T22:00+0100","Zch_Heubeeribüel","Hr","h1","%Hr",86.61,"bereinigt"
"2025-03-14T22:00+0100","Zch_Heubeeribüel","T","h1","°C",2.43,"bereinigt"
"2025-03-14T22:00+0100","Zch_Heubeeribüel","p","h1","hPa",935.05,"bereinigt"
"2025-03-14T22:00+0100","Zch_Rosengartenstrasse","Hr","h1","%Hr",69.87,"bereinigt"
"2025-03-14T22:00+0100","Zch_Rosengartenstrasse","RainDur","h1","min",0.0,"bereinigt"
"2025-03-14T22:00+0100","Zch_Rosengartenstrasse","T","h1","°C",4.49,"bereinigt"
"2025-03-14T22:00+0100","Zch_Rosengartenstrasse","WD","h1","°",88.97,"bereinigt"
"2025-03-14T22:00+0100","Zch_Rosengartenstrasse","WVs","h1","m/s",0.82,"bereinigt"
"2025-03-14T22:00+0100","Zch_Rosengartenstrasse","WVv","h1","m/s",0.57,"bereinigt"
"2025-03-14T22:00+0100","Zch_Rosengartenstrasse","p","h1","hPa",955.39,"bereinigt"
"2025-03-14T22:00+0100","Zch_Schimmelstrasse","Hr","h1","%Hr",78.87,"bereinigt"
"2025-03-14T22:00+0100","Zch_Schimmelstrasse","RainDur","h1","min",0.0,"bereinigt"
"2025-03-14T22:00+0100","Zch_Schimmelstrasse","T","h1","°C",4.77,"bereinigt"
"2025-03-14T22:00+0100","Zch_Schimmelstrasse","WD","h1","°",14.81,"bereinigt"
"2025-03-14T22:00+0100","Zch_Schimmelstrasse","WVs","h1","m/s",1.44,"bereinigt"
"2025-03-14T22:00+0100","Zch_Schimmelstrasse","WVv","h1","m/s",1.04,"bereinigt"
"2025-03-14T22:00+0100","Zch_Schimmelstrasse","p","h1","hPa",957.89,"bereinigt"
"2025-03-14T22:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",70.69,"bereinigt"
"2025-03-14T22:00+0100","Zch_Stampfenbachstrasse","RainDur","h1","min",0.0,"bereinigt"
"2025-03-14T22:00+0100","Zch_Stampfenbachstrasse","StrGlo","h1","W/m2",0.02,"bereinigt"
"2025-03-14T22:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",4.77,"bereinigt"
"2025-03-14T22:00+0100","Zch_Stampfenbachstrasse","WD","h1","°",39.18,"bereinigt"
"2025-03-14T22:00+0100","Zch_Stampfenbachstrasse","WVs","h1","m/s",2.68,"bereinigt"
"2025-03-14T22:00+0100","Zch_Stampfenbachstrasse","WVv","h1","m/s",2.58,"bereinigt"
"2025-03-14T22:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",955.32,"bereinigt"
"2025-03-14T23:00+0100","Zch_Heubeeribüel","Hr","h1","%Hr",86.57,"bereinigt"
"2025-03-14T23:00+0100","Zch_Heubeeribüel","T","h1","°C",2.22,"bereinigt"
"2025-03-14T23:00+0100","Zch_Heubeeribüel","p","h1","hPa",935.18,"bereinigt"
"2025-03-14T23:00+0100","Zch_Rosengartenstrasse","Hr","h1","%Hr",69.73,"bereinigt"
"2025-03-14T23:00+0100","Zch_Rosengartenstrasse","RainDur","h1","min",0.0,"bereinigt"
"2025-03-14T23:00+0100","Zch_Rosengartenstrasse","T","h1","°C",4.41,"bereinigt"
"2025-03-14T23:00+0100","Zch_Rosengartenstrasse","WD","h1","°",85.99,"bereinigt"
"2025-03-14T23:00+0100","Zch_Rosengartenstrasse","WVs","h1","m/s",0.73,"bereinigt"
"2025-03-14T23:00+0100","Zch_Rosengartenstrasse","WVv","h1","m/s",0.49,"bereinigt"
"2025-03-14T23:00+0100","Zch_Rosengartenstrasse","p","h1","hPa",955.52,"bereinigt"
"2025-03-14T23:00+0100","Zch_Schimmelstrasse","Hr","h1","%Hr",77.59,"bereinigt"
"2025-03-14T23:00+0100","Zch_Schimmelstrasse","RainDur","h1","min",0.0,"bereinigt"
"2025-03-14T23:00+0100","Zch_Schimmelstrasse","T","h1","°C",4.62,"bereinigt"
"2025-03-14T23:00+0100","Zch_Schimmelstrasse","WD","h1","°",10.02,"bereinigt"
"2025-03-14T23:00+0100","Zch_Schimmelstrasse","WVs","h1","m/s",1.58,"bereinigt"
"2025-03-14T23:00+0100","Zch_Schimmelstrasse","WVv","h1","m/s",1.2,"bereinigt"
"2025-03-14T23:00+0100","Zch_Schimmelstrasse","p","h1","hPa",958.02,"bereinigt"
"2025-03-14T23:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",69.59,"bereinigt"
"2025-03-14T23:00+0100","Zch_Stampfenbachstrasse","RainDur","h1","min",0.0,"bereinigt"
"2025-03-14T23:00+0100","Zch_Stampfenbachstrasse","StrGlo","h1","W/m2",0.02,"bereinigt"
"2025-03-14T23:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",4.68,"bereinigt"
"2025-03-14T23:00+0100","Zch_Stampfenbachstrasse","WD","h1","°",51.05,"bereinigt"
"2025-03-14T23:00+0100","Zch_Stampfenbachstrasse","WVs","h1","m/s",2.72,"bereinigt"
"2025-03-14T23:00+0100","Zch_Stampfenbachstrasse","WVv","h1","m/s",2.62,"bereinigt"
"2025-03-14T23:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",955.45,"bereinigt"
"2025-03-15T00:00+0100","Zch_Heubeeribüel","Hr","h1","%Hr",85.55,"bereinigt"
"2025-03-15T00:00+0100","Zch_Heubeeribüel","T","h1","°C",2.29,"bereinigt"
"2025-03-15T00:00+0100","Zch_Heubeeribüel","p","h1","hPa",935.09,"bereinigt"
"2025-03-15T00:00+0100","Zch_Rosengartenstrasse","Hr","h1","%Hr",69.13,"bereinigt"
"2025-03-15T00:00+0100","Zch_Rosengartenstrasse","RainDur","h1","min",0.0,"bereinigt"
"2025-03-15T00:00+0100","Zch_Rosengartenstrasse","T","h1","°C",4.5,"bereinigt"
"2025-03-15T00:00+0100","Zch_Rosengartenstrasse","WD","h1","°",88.42,"bereinigt"
"2025-03-15T00:00+0100","Zch_Rosengartenstrasse","WVs","h1","m/s",0.52,"bereinigt"
"2025-03-15T00:00+0100","Zch_Rosengartenstrasse","WVv","h1","m/s",0.3,"bereinigt"
"2025-03-15T00:00+0100","Zch_Rosengartenstrasse","p","h1","hPa",955.4,"bereinigt"
"2025-03-15T00:00+0100","Zch_Schimmelstrasse","Hr","h1","%Hr",76.21,"bereinigt"
"2025-03-15T00:00+0100","Zch_Schimmelstrasse","RainDur","h1","min",0.0,"bereinigt"
"2025-03-15T00:00+0100","Zch_Schimmelstrasse","T","h1","°C",4.69,"bereinigt"
"2025-03-15T00:00+0100","Zch_Schimmelstrasse","WD","h1","°",25.85,"bereinigt"
"2025-03-15T00:00+0100","Zch_Schimmelstrasse","WVs","h1","m/s",1.34,"bereinigt"
"2025-03-15T00:00+0100","Zch_Schimmelstrasse","WVv","h1","m/s",1.02,"bereinigt"
"2025-03-15T00:00+0100","Zch_Schimmelstrasse","p","h1","hPa",957.97,"bereinigt"
"2025-03-15T00:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",69.3,"bereinigt"
"2025-03-15T00:00+0100","Zch_Stampfenbachstrasse","RainDur","h1","min",0.0,"bereinigt"
"2025-03-15T00:00+0100","Zch_Stampfenbachstrasse","StrGlo","h1","W/m2",0.02,"bereinigt"
"2025-03-15T00:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",4.64,"bereinigt"
"2025-03-15T00:00+0100","Zch_Stampfenbachstrasse","WD","h1","°",48.74,"bereinigt"
"2025-03-15T00:00+0100","Zch_Stampfenbachstrasse","WVs","h1","m/s",2.29,"bereinigt"
"2025-03-15T00:00+0100","Zch_Stampfenbachstrasse","WVv","h1","m/s",2.19,"bereinigt"
"2025-03-15T00:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",955.34,"bereinigt"
"2025-03-15T01:00+0100","Zch_Heubeeribüel","Hr","h1","%Hr",86.14,"bereinigt"
"2025-03-15T01:00+0100","Zch_Heubeeribüel","T","h1","°C",2.44,"bereinigt"
"2025-03-15T01:00+0100","Zch_Heubeeribüel","p","h1","hPa",934.99,"bereinigt"
"2025-03-15T01:00+0100","Zch_Rosengartenstrasse","Hr","h1","%Hr",69.99,"bereinigt"
"2025-03-15T01:00+0100","Zch_Rosengartenstrasse","RainDur","h1","min",0.0,"bereinigt"
"2025-03-15T01:00+0100","Zch_Rosengartenstrasse","T","h1","°C",4.58,"bereinigt"
"2025-03-15T01:00+0100","Zch_Rosengartenstrasse","WD","h1","°",98.52,"bereinigt"
"2025-03-15T01:00+0100","Zch_Rosengartenstrasse","WVs","h1","m/s",0.53,"bereinigt"
"2025-03-15T01:00+0100","Zch_Rosengartenstrasse","WVv","h1","m/s",0.24,"bereinigt"
"2025-03-15T01:00+0100","Zch_Rosengartenstrasse","p","h1","hPa",955.3,"bereinigt"
"2025-03-15T01:00+0100","Zch_Schimmelstrasse","Hr","h1","%Hr",76.64,"bereinigt"
"2025-03-15T01:00+0100","Zch_Schimmelstrasse","RainDur","h1","min",0.0,"bereinigt"
"2025-03-15T01:00+0100","Zch_Schimmelstrasse","T","h1","°C",4.8,"bereinigt"
"2025-03-15T01:00+0100","Zch_Schimmelstrasse","WD","h1","°",30.65,"bereinigt"
"2025-03-15T01:00+0100","Zch_Schimmelstrasse","WVs","h1","m/s",1.13,"bereinigt"
"2025-03-15T01:00+0100","Zch_Schimmelstrasse","WVv","h1","m/s",0.81,"bereinigt"
"2025-03-15T01:00+0100","Zch_Schimmelstrasse","p","h1","hPa",957.88,"bereinigt"
"2025-03-15T01:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",69.55,"bereinigt"
"2025-03-15T01:00+0100","Zch_Stampfenbachstrasse","RainDur","h1","min",0.0,"bereinigt"
"2025-03-15T01:00+0100","Zch_Stampfenbachstrasse","StrGlo","h1","W/m2",0.02,"bereinigt"
"2025-03-15T01:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",4.84,"bereinigt"
"2025-03-15T01:00+0100","Zch_Stampfenbachstrasse","WD","h1","°",37.18,"bereinigt"
"2025-03-15T01:00+0100","Zch_Stampfenbachstrasse","WVs","h1","m/s",2.03,"bereinigt"
"2025-03-15T01:00+0100","Zch_Stampfenbachstrasse","WVv","h1","m/s",1.92,"bereinigt"
"2025-03-15T01:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",955.25,"bereinigt"
"2025-03-15T02:00+0100","Zch_Heubeeribüel","Hr","h1","%Hr",86.9,"bereinigt"
"2025-03-15T02:00+0100","Zch_Heubeeribüel","T","h1","°C",2.48,"bereinigt"
"2025-03-15T02:00+0100","Zch_Heubeeribüel","p","h1","hPa",934.94,"bereinigt"
"2025-03-15T02:00+0100","Zch_Rosengartenstrasse","Hr","h1","%Hr",71.04,"bereinigt"
"2025-03-15T02:00+0100","Zch_Rosengartenstrasse","RainDur","h1","min",0.0,"bereinigt"
"2025-03-15T02:00+0100","Zch_Rosengartenstrasse","T","h1","°C",4.59,"bereinigt"
"2025-03-15T02:00+0100","Zch_Rosengartenstrasse","WD","h1","°",83.62,"bereinigt"
"2025-03-15T02:00+0100","Zch_Rosengartenstrasse","WVs","h1","m/s",0.55,"bereinigt"
"2025-03-15T02:00+0100","Zch_Rosengartenstrasse","WVv","h1","m/s",0.39,"bereinigt"
"2025-03-15T02:00+0100","Zch_Rosengartenstrasse","p","h1","hPa",955.26,"bereinigt"
"2025-03-15T02:00+0100","Zch_Schimmelstrasse","Hr","h1","%Hr",77.2,"bereinigt"
"2025-03-15T02:00+0100","Zch_Schimmelstrasse","RainDur","h1","min",0.0,"bereinigt"
"2025-03-15T02:00+0100","Zch_Schimmelstrasse","T","h1","°C",4.87,"bereinigt"
"2025-03-15T02:00+0100","Zch_Schimmelstrasse","WD","h1","°",8.76,"bereinigt"
"2025-03-15T02:00+0100","Zch_Schimmelstrasse","WVs","h1","m/s",1.15,"bereinigt"
"2025-03-15T02:00+0100","Zch_Schimmelstrasse","WVv","h1","m/s",0.81,"bereinigt"
"2025-03-15T02:00+0100","Zch_Schimmelstrasse","p","h1","hPa",957.82,"bereinigt"
"2025-03-15T02:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",70.59,"bereinigt"
"2025-03-15T02:00+0100","Zch_Stampfenbachstrasse","RainDur","h1","min",0.0,"bereinigt"
"2025-03-15T02:00+0100","Zch_Stampfenbachstrasse","StrGlo","h1","W/m2",0.01,"bereinigt"
"2025-03-15T02:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",4.83,"bereinigt"
"2025-03-15T02:00+0100","Zch_Stampfenbachstrasse","WD","h1","°",46.5,"bereinigt"
"2025-03-15T02:00+0100","Zch_Stampfenbachstrasse","WVs","h1","m/s",1.82,"bereinigt"
"2025-03-15T02:00+0100","Zch_Stampfenbachstrasse","WVv","h1","m/s",1.71,"bereinigt"
"2025-03-15T02:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",955.18,"bereinigt"
"2025-03-15T03:00+0100","Zch_Heubeeribüel","Hr","h1","%Hr",87.83,"bereinigt"
"2025-03-15T03:00+0100","Zch_Heubeeribüel","T","h1","°C",2.5,"bereinigt"
"2025-03-15T03:00+0100","Zch_Heubeeribüel","p","h1","hPa",934.66,"bereinigt"
"2025-03-15T03:00+0100","Zch_Rosengartenstrasse","Hr","h1","%Hr",72.17,"bereinigt"
"2025-03-15T03:00+0100","Zch_Rosengartenstrasse","RainDur","h1","min",0.0,"bereinigt"
"2025-03-15T03:00+0100","Zch_Rosengartenstrasse","T","h1","°C",4.55,"bereinigt"
"2025-03-15T03:00+0100","Zch_Rosengartenstrasse","WD","h1","°",89.66,"bereinigt"
"2025-03-15T03:00+0100","Zch_Rosengartenstrasse","WVs","h1","m/s",0.53,"bereinigt"
"2025-03-15T03:00+0100","Zch_Rosengartenstrasse","WVv","h1","m/s",0.36,"bereinigt"
"2025-03-15T03:00+0100","Zch_Rosengartenstrasse","p","h1","hPa",954.98,"bereinigt"
"2025-03-15T03:00+0100","Zch_Schimmelstrasse","Hr","h1","%Hr",78.08,"bereinigt"
"2025-03-15T03:00+0100","Zch_Schimmelstrasse","RainDur","h1","min",0.0,"bereinigt"
"2025-03-15T03:00+0100","Zch_Schimmelstrasse","T","h1","°C",4.88,"bereinigt"
"2025-03-15T03:00+0100","Zch_Schimmelstrasse","WD","h1","°",7.1,"bereinigt"
"2025-03-15T03:00+0100","Zch_Schimmelstrasse","WVs","h1","m/s",1.11,"bereinigt"
"2025-03-15T03:00+0100","Zch_Schimmelstrasse","WVv","h1","m/s",0.82,"bereinigt"
"2025-03-15T03:00+0100","Zch_Schimmelstrasse","p","h1","hPa",957.54,"bereinigt"
"2025-03-15T03:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",71.2,"bereinigt"
"2025-03-15T03:00+0100","Zch_Stampfenbachstrasse","RainDur","h1","min",0.0,"bereinigt"
"2025-03-15T03:00+0100","Zch_Stampfenbachstrasse","StrGlo","h1","W/m2",0.02,"bereinigt"
"2025-03-15T03:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",4.88,"bereinigt"
"2025-03-15T03:00+0100","Zch_Stampfenbachstrasse","WD","h1","°",48.51,"bereinigt"
"2025-03-15T03:00+0100","Zch_Stampfenbachstrasse","WVs","h1","m/s",1.65,"bereinigt"
"2025-03-15T03:00+0100","Zch_Stampfenbachstrasse","WVv","h1","m/s",1.52,"bereinigt"
"2025-03-15T03:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",954.91,"bereinigt"
"2025-03-15T04:00+0100","Zch_Heubeeribüel","Hr","h1","%Hr",89.97,"bereinigt"
"2025-03-15T04:00+0100","Zch_Heubeeribüel","T","h1","°C",2.54,"bereinigt"
"2025-03-15T04:00+0100","Zch_Heubeeribüel","p","h1","hPa",934.61,"bereinigt"
"2025-03-15T04:00+0100","Zch_Rosengartenstrasse","Hr","h1","%Hr",74.38,"bereinigt"
"2025-03-15T04:00+0100","Zch_Rosengartenstrasse","RainDur","h1","min",0.0,"bereinigt"
"2025-03-15T04:00+0100","Zch_Rosengartenstrasse","T","h1","°C",4.61,"bereinigt"
"2025-03-15T04:00+0100","Zch_Rosengartenstrasse","WD","h1","°",83.23,"bereinigt"
"2025-03-15T04:00+0100","Zch_Rosengartenstrasse","WVs","h1","m/s",0.61,"bereinigt"
"2025-03-15T04:00+0100","Zch_Rosengartenstrasse","WVv","h1","m/s",0.32,"bereinigt"
"2025-03-15T04:00+0100","Zch_Rosengartenstrasse","p","h1","hPa",954.89,"bereinigt"
"2025-03-15T04:00+0100","Zch_Schimmelstrasse","Hr","h1","%Hr",79.82,"bereinigt"
"2025-03-15T04:00+0100","Zch_Schimmelstrasse","RainDur","h1","min",0.0,"bereinigt"
"2025-03-15T04:00+0100","Zch_Schimmelstrasse","T","h1","°C",4.95,"bereinigt"
"2025-03-15T04:00+0100","Zch_Schimmelstrasse","WD","h1","°",27.52,"bereinigt"
"2025-03-15T04:00+0100","Zch_Schimmelstrasse","WVs","h1","m/s",0.98,"bereinigt"
"2025-03-15T04:00+0100","Zch_Schimmelstrasse","WVv","h1","m/s",0.76,"bereinigt"
"2025-03-15T04:00+0100","Zch_Schimmelstrasse","p","h1","hPa",957.48,"bereinigt"
"2025-03-15T04:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",73.22,"bereinigt"
"2025-03-15T04:00+0100","Zch_Stampfenbachstrasse","RainDur","h1","min",0.0,"bereinigt"
"2025-03-15T04:00+0100","Zch_Stampfenbachstrasse","StrGlo","h1","W/m2",0.02,"bereinigt"
"2025-03-15T04:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",4.87,"bereinigt"
"2025-03-15T04:00+0100","Zch_Stampfenbachstrasse","WD","h1","°",57.96,"bereinigt"
"2025-03-15T04:00+0100","Zch_Stampfenbachstrasse","WVs","h1","m/s",1.44,"bereinigt"
"2025-03-15T04:00+0100","Zch_Stampfenbachstrasse","WVv","h1","m/s",1.26,"bereinigt"
"2025-03-15T04:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",954.86,"bereinigt"
"2025-03-15T05:00+0100","Zch_Heubeeribüel","Hr","h1","%Hr",92.24,"bereinigt"
"2025-03-15T05:00+0100","Zch_Heubeeribüel","T","h1","°C",2.67,"bereinigt"
"2025-03-15T05:00+0100","Zch_Heubeeribüel","p","h1","hPa",934.78,"bereinigt"
"2025-03-15T05:00+0100","Zch_Rosengartenstrasse","Hr","h1","%Hr",76.44,"bereinigt"
"2025-03-15T05:00+0100","Zch_Rosengartenstrasse","RainDur","h1","min",0.0,"bereinigt"
"2025-03-15T05:00+0100","Zch_Rosengartenstrasse","T","h1","°C",4.74,"bereinigt"
"2025-03-15T05:00+0100","Zch_Rosengartenstrasse","WD","h1","°",78.21,"bereinigt"
"2025-03-15T05:00+0100","Zch_Rosengartenstrasse","WVs","h1","m/s",0.51,"bereinigt"
"2025-03-15T05:00+0100","Zch_Rosengartenstrasse","WVv","h1","m/s",0.32,"bereinigt"
"2025-03-15T05:00+0100","Zch_Rosengartenstrasse","p","h1","hPa",955.09,"bereinigt"
"2025-03-15T05:00+0100","Zch_Schimmelstrasse","Hr","h1","%Hr",82.15,"bereinigt"
"2025-03-15T05:00+0100","Zch_Schimmelstrasse","RainDur","h1","min",0.0,"bereinigt"
"2025-03-15T05:00+0100","Zch_Schimmelstrasse","T","h1","°C",5.07,"bereinigt"
"2025-03-15T05:00+0100","Zch_Schimmelstrasse","WD","h1","°",10.73,"bereinigt"
"2025-03-15T05:00+0100","Zch_Schimmelstrasse","WVs","h1","m/s",1.2,"bereinigt"
"2025-03-15T05:00+0100","Zch_Schimmelstrasse","WVv","h1","m/s",0.97,"bereinigt"
"2025-03-15T05:00+0100","Zch_Schimmelstrasse","p","h1","hPa",957.63,"bereinigt"
"2025-03-15T05:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",75.78,"bereinigt"
"2025-03-15T05:00+0100","Zch_Stampfenbachstrasse","RainDur","h1","min",0.0,"bereinigt"
"2025-03-15T05:00+0100","Zch_Stampfenbachstrasse","StrGlo","h1","W/m2",0.02,"bereinigt"
"2025-03-15T05:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",4.87,"bereinigt"
"2025-03-15T05:00+0100","Zch_Stampfenbachstrasse","WD","h1","°",57.03,"bereinigt"
"2025-03-15T05:00+0100","Zch_Stampfenbachstrasse","WVs","h1","m/s",1.61,"bereinigt"
"2025-03-15T05:00+0100","Zch_Stampfenbachstrasse","WVv","h1","m/s",1.51,"bereinigt"
"2025-03-15T05:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",955.01,"bereinigt"
"2025-03-15T06:00+0100","Zch_Heubeeribüel","Hr","h1","%Hr",92.79,"bereinigt"
"2025-03-15T06:00+0100","Zch_Heubeeribüel","T","h1","°C",2.82,"bereinigt"
"2025-03-15T06:00+0100","Zch_Heubeeribüel","p","h1","hPa",935.0,"bereinigt"
"2025-03-15T06:00+0100","Zch_Rosengartenstrasse","Hr","h1","%Hr",76.71,"bereinigt"
"2025-03-15T06:00+0100","Zch_Rosengartenstrasse","RainDur","h1","min",0.0,"bereinigt"
"2025-03-15T06:00+0100","Zch_Rosengartenstrasse","T","h1","°C",4.87,"bereinigt"
"2025-03-15T06:00+0100","Zch_Rosengartenstrasse","WD","h1","°",77.34,"bereinigt"
"2025-03-15T06:00+0100","Zch_Rosengartenstrasse","WVs","h1","m/s",0.61,"bereinigt"
"2025-03-15T06:00+0100","Zch_Rosengartenstrasse","WVv","h1","m/s",0.33,"bereinigt"
"2025-03-15T06:00+0100","Zch_Rosengartenstrasse","p","h1","hPa",955.33,"bereinigt"
"2025-03-15T06:00+0100","Zch_Schimmelstrasse","Hr","h1","%Hr",83.24,"bereinigt"
"2025-03-15T06:00+0100","Zch_Schimmelstrasse","RainDur","h1","min",0.0,"bereinigt"
"2025-03-15T06:00+0100","Zch_Schimmelstrasse","T","h1","°C",5.14,"bereinigt"
"2025-03-15T06:00+0100","Zch_Schimmelstrasse","WD","h1","°",4.8,"bereinigt"
"2025-03-15T06:00+0100","Zch_Schimmelstrasse","WVs","h1","m/s",1.34,"bereinigt"
"2025-03-15T06:00+0100","Zch_Schimmelstrasse","WVv","h1","m/s",0.95,"bereinigt"
"2025-03-15T06:00+0100","Zch_Schimmelstrasse","p","h1","hPa",957.88,"bereinigt"
"2025-03-15T06:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",76.44,"bereinigt"
"2025-03-15T06:00+0100","Zch_Stampfenbachstrasse","RainDur","h1","min",0.0,"bereinigt"
"2025-03-15T06:00+0100","Zch_Stampfenbachstrasse","StrGlo","h1","W/m2",0.04,"bereinigt"
"2025-03-15T06:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",4.99,"bereinigt"
"2025-03-15T06:00+0100","Zch_Stampfenbachstrasse","WD","h1","°",48.18,"bereinigt"
"2025-03-15T06:00+0100","Zch_Stampfenbachstrasse","WVs","h1","m/s",1.81,"bereinigt"
"2025-03-15T06:00+0100","Zch_Stampfenbachstrasse","WVv","h1","m/s",1.66,"bereinigt"
"2025-03-15T06:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",955.24,"bereinigt"
"2025-03-15T07:00+0100","Zch_Heubeeribüel","Hr","h1","%Hr",94.47,"bereinigt"
"2025-03-15T07:00+0100","Zch_Heubeeribüel","T","h1","°C",2.86,"bereinigt"
"2025-03-15T07:00+0100","Zch_Heubeeribüel","p","h1","hPa",935.34,"bereinigt"
"2025-03-15T07:00+0100","Zch_Rosengartenstrasse","Hr","h1","%Hr",78.43,"bereinigt"
"2025-03-15T07:00+0100","Zch_Rosengartenstrasse","RainDur","h1","min",0.0,"bereinigt"
"2025-03-15T07:00+0100","Zch_Rosengartenstrasse","T","h1","°C",4.87,"bereinigt"
"2025-03-15T07:00+0100","Zch_Rosengartenstrasse","WD","h1","°",74.7,"bereinigt"
"2025-03-15T07:00+0100","Zch_Rosengartenstrasse","WVs","h1","m/s",0.69,"bereinigt"
"2025-03-15T07:00+0100","Zch_Rosengartenstrasse","WVv","h1","m/s",0.47,"bereinigt"
"2025-03-15T07:00+0100","Zch_Rosengartenstrasse","p","h1","hPa",955.6,"bereinigt"
"2025-03-15T07:00+0100","Zch_Schimmelstrasse","Hr","h1","%Hr",84.22,"bereinigt"
"2025-03-15T07:00+0100","Zch_Schimmelstrasse","RainDur","h1","min",0.0,"bereinigt"
"2025-03-15T07:00+0100","Zch_Schimmelstrasse","T","h1","°C",5.29,"bereinigt"
"2025-03-15T07:00+0100","Zch_Schimmelstrasse","WD","h1","°",12.28,"bereinigt"
"2025-03-15T07:00+0100","Zch_Schimmelstrasse","WVs","h1","m/s",1.16,"bereinigt"
"2025-03-15T07:00+0100","Zch_Schimmelstrasse","WVv","h1","m/s",0.94,"bereinigt"
"2025-03-15T07:00+0100","Zch_Schimmelstrasse","p","h1","hPa",958.16,"bereinigt"
"2025-03-15T07:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",77.85,"bereinigt"
"2025-03-15T07:00+0100","Zch_Stampfenbachstrasse","RainDur","h1","min",0.0,"bereinigt"
"2025-03-15T07:00+0100","Zch_Stampfenbachstrasse","StrGlo","h1","W/m2",4.45,"bereinigt"
"2025-03-15T07:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",5.03,"bereinigt"
"2025-03-15T07:00+0100","Zch_Stampfenbachstrasse","WD","h1","°",54.06,"bereinigt"
"2025-03-15T07:00+0100","Zch_Stampfenbachstrasse","WVs","h1","m/s",2.46,"bereinigt"
"2025-03-15T07:00+0100","Zch_Stampfenbachstrasse","WVv","h1","m/s",2.32,"bereinigt"
"2025-03-15T07:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",955.54,"bereinigt"
"2025-03-15T08:00+0100","Zch_Heubeeribüel","Hr","h1","%Hr",94.09,"bereinigt"
"2025-03-15T08:00+0100","Zch_Heubeeribüel","T","h1","°C",3.05,"bereinigt"
"2025-03-15T08:00+0100","Zch_Heubeeribüel","p","h1","hPa",935.43,"bereinigt"
"2025-03-15T08:00+0100","Zch_Rosengartenstrasse","Hr","h1","%Hr",78.14,"bereinigt"
"2025-03-15T08:00+0100","Zch_Rosengartenstrasse","RainDur","h1","min",0.0,"bereinigt"
"2025-03-15T08:00+0100","Zch_Rosengartenstrasse","T","h1","°C",5.06,"bereinigt"
"2025-03-15T08:00+0100","Zch_Rosengartenstrasse","WD","h1","°",86.64,"bereinigt"
"2025-03-15T08:00+0100","Zch_Rosengartenstrasse","WVs","h1","m/s",0.66,"bereinigt"
"2025-03-15T08:00+0100","Zch_Rosengartenstrasse","WVv","h1","m/s",0.38,"bereinigt"
"2025-03-15T08:00+0100","Zch_Rosengartenstrasse","p","h1","hPa",955.72,"bereinigt"
