"Datum","Standort","Parameter","Intervall","Einheit","Wert","Status"
"2025-06-25T00:00+0100","Zch_Schimmelstrasse","Hr","h1","%Hr",68.9,"bereinigt"
"2025-06-25T00:00+0100","Zch_Schimmelstrasse","RainDur","h1","min",0.0,"bereinigt"
"2025-06-25T00:00+0100","Zch_Schimmelstrasse","T","h1","°C",21.59,"bereinigt"
"2025-06-25T00:00+0100","Zch_Schimmelstrasse","WD","h1","°",150.56,"bereinigt"
"2025-06-25T00:00+0100","Zch_Schimmelstrasse","WVs","h1","m/s",0.49,"bereinigt"
"2025-06-25T00:00+0100","Zch_Schimmelstrasse","WVv","h1","m/s",0.46,"bereinigt"
"2025-06-25T00:00+0100","Zch_Schimmelstrasse","p","h1","hPa",969.05,"bereinigt"
"2025-06-25T00:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",60.13,"bereinigt"
"2025-06-25T00:00+0100","Zch_Stampfenbachstrasse","RainDur","h1","min",0.0,"bereinigt"
"2025-06-25T00:00+0100","Zch_Stampfenbachstrasse","StrGlo","h1","W/m2",0.02,"bereinigt"
"2025-06-25T00:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",22.51,"bereinigt"
"2025-06-25T00:00+0100","Zch_Stampfenbachstrasse","WD","h1","°",170.4,"bereinigt"
"2025-06-25T00:00+0100","Zch_Stampfenbachstrasse","WVs","h1","m/s",1.13,"bereinigt"
"2025-06-25T00:00+0100","Zch_Stampfenbachstrasse","WVv","h1","m/s",1.1,"bereinigt"
"2025-06-25T00:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",966.52,"bereinigt"
"2025-06-25T01:00+0100","Zch_Heubeeribüel","Hr","h1","%Hr",63.95,"bereinigt"
"2025-06-25T01:00+0100","Zch_Heubeeribüel","T","h1","°C",20.32,"bereinigt"
"2025-06-25T01:00+0100","Zch_Heubeeribüel","p","h1","hPa",947.11,"bereinigt"
"2025-06-25T01:00+0100","Zch_Rosengartenstrasse","Hr","h1","%Hr",67.71,"bereinigt"
"2025-06-25T01:00+0100","Zch_Rosengartenstrasse","RainDur","h1","min",0.0,"bereinigt"
"2025-06-25T01:00+0100","Zch_Rosengartenstrasse","T","h1","°C",21.12,"bereinigt"
"2025-06-25T01:00+0100","Zch_Rosengartenstrasse","WD","h1","°",156.25,"bereinigt"
"2025-06-25T01:00+0100","Zch_Rosengartenstrasse","WVs","h1","m/s",0.16,"bereinigt"
"2025-06-25T01:00+0100","Zch_Rosengartenstrasse","WVv","h1","m/s",0.05,"bereinigt"
"2025-06-25T01:00+0100","Zch_Rosengartenstrasse","p","h1","hPa",966.4,"bereinigt"
"2025-06-25T01:00+0100","Zch_Schimmelstrasse","Hr","h1","%Hr",72.1,"bereinigt"
"2025-06-25T01:00+0100","Zch_Schimmelstrasse","RainDur","h1","min",0.0,"bereinigt"
"2025-06-25T01:00+0100","Zch_Schimmelstrasse","T","h1","°C",21.03,"bereinigt"
"2025-06-25T01:00+0100","Zch_Schimmelstrasse","WD","h1","°",151.08,"bereinigt"
"2025-06-25T01:00+0100","Zch_Schimmelstrasse","WVs","h1","m/s",0.52,"bereinigt"
"2025-06-25T01:00+0100","Zch_Schimmelstrasse","WVv","h1","m/s",0.51,"bereinigt"
"2025-06-25T01:00+0100","Zch_Schimmelstrasse","p","h1","hPa",968.84,"bereinigt"
"2025-06-25T01:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",62.33,"bereinigt"
"2025-06-25T01:00+0100","Zch_Stampfenbachstrasse","RainDur","h1","min",0.0,"bereinigt"
"2025-06-25T01:00+0100","Zch_Stampfenbachstrasse","StrGlo","h1","W/m2",0.02,"bereinigt"
"2025-06-25T01:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",22.06,"bereinigt"
"2025-06-25T01:00+0100","Zch_Stampfenbachstrasse","WD","h1","°",188.29,"bereinigt"
"2025-06-25T01:00+0100","Zch_Stampfenbachstrasse","WVs","h1","m/s",0.73,"bereinigt"
"2025-06-25T01:00+0100","Zch_Stampfenbachstrasse","WVv","h1","m/s",0.69,"bereinigt"
"2025-06-25T01:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",966.31,"bereinigt"
"2025-06-25T02:00+0100","Zch_Heubeeribüel","Hr","h1","%Hr",71.62,"bereinigt"
"2025-06-25T02:00+0100","Zch_Heubeeribüel","T","h1","°C",19.63,"bereinigt"
"2025-06-25T02:00+0100","Zch_Heubeeribüel","p","h1","hPa",947.12,"bereinigt"
"2025-06-25T02:00+0100","Zch_Rosengartenstrasse","Hr","h1","%Hr",72.0,"bereinigt"
"2025-06-25T02:00+0100","Zch_Rosengartenstrasse","RainDur","h1","min",0.0,"bereinigt"
"2025-06-25T02:00+0100","Zch_Rosengartenstrasse","T","h1","°C",20.35,"bereinigt"
"2025-06-25T02:00+0100","Zch_Rosengartenstrasse","WD","h1","°",207.33,"bereinigt"
"2025-06-25T02:00+0100","Zch_Rosengartenstrasse","WVs","h1","m/s",0.2,"bereinigt"
"2025-06-25T02:00+0100","Zch_Rosengartenstrasse","WVv","h1","m/s",0.11,"bereinigt"
"2025-06-25T02:00+0100","Zch_Rosengartenstrasse","p","h1","hPa",966.41,"bereinigt"
"2025-06-25T02:00+0100","Zch_Schimmelstrasse","Hr","h1","%Hr",75.06,"bereinigt"
"2025-06-25T02:00+0100","Zch_Schimmelstrasse","RainDur","h1","min",0.0,"bereinigt"
"2025-06-25T02:00+0100","Zch_Schimmelstrasse","T","h1","°C",20.6,"bereinigt"
"2025-06-25T02:00+0100","Zch_Schimmelstrasse","WD","h1","°",145.88,"bereinigt"
"2025-06-25T02:00+0100","Zch_Schimmelstrasse","WVs","h1","m/s",0.41,"bereinigt"
"2025-06-25T02:00+0100","Zch_Schimmelstrasse","WVv","h1","m/s",0.4,"bereinigt"
"2025-06-25T02:00+0100","Zch_Schimmelstrasse","p","h1","hPa",968.88,"bereinigt"
"2025-06-25T02:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",64.71,"bereinigt"
"2025-06-25T02:00+0100","Zch_Stampfenbachstrasse","RainDur","h1","min",0.0,"bereinigt"
"2025-06-25T02:00+0100","Zch_Stampfenbachstrasse","StrGlo","h1","W/m2",0.02,"bereinigt"
"2025-06-25T02:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",21.48,"bereinigt"
"2025-06-25T02:00+0100","Zch_Stampfenbachstrasse","WD","h1","°",189.2,"bereinigt"
"2025-06-25T02:00+0100","Zch_Stampfenbachstrasse","WVs","h1","m/s",0.91,"bereinigt"
"2025-06-25T02:00+0100","Zch_Stampfenbachstrasse","WVv","h1","m/s",0.82,"bereinigt"
"2025-06-25T02:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",966.38,"bereinigt"
"2025-06-25T03:00+0100","Zch_Heubeeribüel","Hr","h1","%Hr",80.63,"bereinigt"
"2025-06-25T03:00+0100","Zch_Heubeeribüel","T","h1","°C",19.07,"bereinigt"
"2025-06-25T03:00+0100","Zch_Heubeeribüel","p","h1","hPa",946.98,"bereinigt"
"2025-06-25T03:00+0100","Zch_Rosengartenstrasse","Hr","h1","%Hr",76.09,"bereinigt"
"2025-06-25T03:00+0100","Zch_Rosengartenstrasse","RainDur","h1","min",0.0,"bereinigt"
"2025-06-25T03:00+0100","Zch_Rosengartenstrasse","T","h1","°C",19.45,"bereinigt"
"2025-06-25T03:00+0100","Zch_Rosengartenstrasse","WD","h1","°",214.88,"bereinigt"
"2025-06-25T03:00+0100","Zch_Rosengartenstrasse","WVs","h1","m/s",0.23,"bereinigt"
"2025-06-25T03:00+0100","Zch_Rosengartenstrasse","WVv","h1","m/s",0.12,"bereinigt"
"2025-06-25T03:00+0100","Zch_Rosengartenstrasse","p","h1","hPa",966.33,"bereinigt"
"2025-06-25T03:00+0100","Zch_Schimmelstrasse","Hr","h1","%Hr",77.15,"bereinigt"
"2025-06-25T03:00+0100","Zch_Schimmelstrasse","RainDur","h1","min",0.0,"bereinigt"
"2025-06-25T03:00+0100","Zch_Schimmelstrasse","T","h1","°C",20.2,"bereinigt"
"2025-06-25T03:00+0100","Zch_Schimmelstrasse","WD","h1","°",150.92,"bereinigt"
"2025-06-25T03:00+0100","Zch_Schimmelstrasse","WVs","h1","m/s",0.34,"bereinigt"
"2025-06-25T03:00+0100","Zch_Schimmelstrasse","WVv","h1","m/s",0.3,"bereinigt"
"2025-06-25T03:00+0100","Zch_Schimmelstrasse","p","h1","hPa",968.79,"bereinigt"
"2025-06-25T03:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",69.47,"bereinigt"
"2025-06-25T03:00+0100","Zch_Stampfenbachstrasse","RainDur","h1","min",0.0,"bereinigt"
"2025-06-25T03:00+0100","Zch_Stampfenbachstrasse","StrGlo","h1","W/m2",0.02,"bereinigt"
"2025-06-25T03:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",20.73,"bereinigt"
"2025-06-25T03:00+0100","Zch_Stampfenbachstrasse","WD","h1","°",284.23,"bereinigt"
"2025-06-25T03:00+0100","Zch_Stampfenbachstrasse","WVs","h1","m/s",0.65,"bereinigt"
"2025-06-25T03:00+0100","Zch_Stampfenbachstrasse","WVv","h1","m/s",0.59,"bereinigt"
"2025-06-25T03:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",966.24,"bereinigt"
"2025-06-25T04:00+0100","Zch_Heubeeribüel","Hr","h1","%Hr",82.65,"bereinigt"
"2025-06-25T04:00+0100","Zch_Heubeeribüel","T","h1","°C",18.58,"bereinigt"
"2025-06-25T04:00+0100","Zch_Heubeeribüel","p","h1","hPa",947.25,"bereinigt"
"2025-06-25T04:00+0100","Zch_Rosengartenstrasse","Hr","h1","%Hr",79.16,"bereinigt"
"2025-06-25T04:00+0100","Zch_Rosengartenstrasse","RainDur","h1","min",0.0,"bereinigt"
"2025-06-25T04:00+0100","Zch_Rosengartenstrasse","T","h1","°C",18.86,"bereinigt"
"2025-06-25T04:00+0100","Zch_Rosengartenstrasse","WD","h1","°",215.27,"bereinigt"
"2025-06-25T04:00+0100","Zch_Rosengartenstrasse","WVs","h1","m/s",0.26,"bereinigt"
"2025-06-25T04:00+0100","Zch_Rosengartenstrasse","WVv","h1","m/s",0.12,"bereinigt"
"2025-06-25T04:00+0100","Zch_Rosengartenstrasse","p","h1","hPa",966.66,"bereinigt"
"2025-06-25T04:00+0100","Zch_Schimmelstrasse","Hr","h1","%Hr",76.71,"bereinigt"
"2025-06-25T04:00+0100","Zch_Schimmelstrasse","RainDur","h1","min",0.0,"bereinigt"
"2025-06-25T04:00+0100","Zch_Schimmelstrasse","T","h1","°C",19.95,"bereinigt"
"2025-06-25T04:00+0100","Zch_Schimmelstrasse","WD","h1","°",155.04,"bereinigt"
"2025-06-25T04:00+0100","Zch_Schimmelstrasse","WVs","h1","m/s",0.35,"bereinigt"
"2025-06-25T04:00+0100","Zch_Schimmelstrasse","WVv","h1","m/s",0.08,"bereinigt"
"2025-06-25T04:00+0100","Zch_Schimmelstrasse","p","h1","hPa",969.1,"bereinigt"
"2025-06-25T04:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",71.3,"bereinigt"
"2025-06-25T04:00+0100","Zch_Stampfenbachstrasse","RainDur","h1","min",0.0,"bereinigt"
"2025-06-25T04:00+0100","Zch_Stampfenbachstrasse","StrGlo","h1","W/m2",4.66,"bereinigt"
"2025-06-25T04:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",20.17,"bereinigt"
"2025-06-25T04:00+0100","Zch_Stampfenbachstrasse","WD","h1","°",281.4,"bereinigt"
"2025-06-25T04:00+0100","Zch_Stampfenbachstrasse","WVs","h1","m/s",0.7,"bereinigt"
"2025-06-25T04:00+0100","Zch_Stampfenbachstrasse","WVv","h1","m/s",0.65,"bereinigt"
"2025-06-25T04:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",966.53,"bereinigt"
"2025-06-25T05:00+0100","Zch_Heubeeribüel","Hr","h1","%Hr",78.09,"bereinigt"
"2025-06-25T05:00+0100","Zch_Heubeeribüel","T","h1","°C",18.96,"bereinigt"
"2025-06-25T05:00+0100","Zch_Heubeeribüel","p","h1","hPa",947.6,"bereinigt"
"2025-06-25T05:00+0100","Zch_Rosengartenstrasse","Hr","h1","%Hr",78.6,"bereinigt"
"2025-06-25T05:00+0100","Zch_Rosengartenstrasse","RainDur","h1","min",0.0,"bereinigt"
"2025-06-25T05:00+0100","Zch_Rosengartenstrasse","T","h1","°C",18.95,"bereinigt"
"2025-06-25T05:00+0100","Zch_Rosengartenstrasse","WD","h1","°",114.42,"bereinigt"
"2025-06-25T05:00+0100","Zch_Rosengartenstrasse","WVs","h1","m/s",0.25,"bereinigt"
"2025-06-25T05:00+0100","Zch_Rosengartenstrasse","WVv","h1","m/s",0.08,"bereinigt"
"2025-06-25T05:00+0100","Zch_Rosengartenstrasse","p","h1","hPa",967.15,"bereinigt"
"2025-06-25T05:00+0100","Zch_Schimmelstrasse","Hr","h1","%Hr",76.15,"bereinigt"
"2025-06-25T05:00+0100","Zch_Schimmelstrasse","RainDur","h1","min",0.0,"bereinigt"
"2025-06-25T05:00+0100","Zch_Schimmelstrasse","T","h1","°C",20.03,"bereinigt"
"2025-06-25T05:00+0100","Zch_Schimmelstrasse","WD","h1","°",354.27,"bereinigt"
"2025-06-25T05:00+0100","Zch_Schimmelstrasse","WVs","h1","m/s",0.42,"bereinigt"
"2025-06-25T05:00+0100","Zch_Schimmelstrasse","WVv","h1","m/s",0.04,"bereinigt"
"2025-06-25T05:00+0100","Zch_Schimmelstrasse","p","h1","hPa",969.66,"bereinigt"
"2025-06-25T05:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",71.81,"bereinigt"
"2025-06-25T05:00+0100","Zch_Stampfenbachstrasse","RainDur","h1","min",0.0,"bereinigt"
"2025-06-25T05:00+0100","Zch_Stampfenbachstrasse","StrGlo","h1","W/m2",80.12,"bereinigt"
"2025-06-25T05:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",19.8,"bereinigt"
"2025-06-25T05:00+0100","Zch_Stampfenbachstrasse","WD","h1","°",276.37,"bereinigt"
"2025-06-25T05:00+0100","Zch_Stampfenbachstrasse","WVs","h1","m/s",0.58,"bereinigt"
"2025-06-25T05:00+0100","Zch_Stampfenbachstrasse","WVv","h1","m/s",0.49,"bereinigt"
"2025-06-25T05:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",967.03,"bereinigt"
"2025-06-25T06:00+0100","Zch_Heubeeribüel","Hr","h1","%Hr",73.99,"bereinigt"
"2025-06-25T06:00+0100","Zch_Heubeeribüel","T","h1","°C",20.17,"bereinigt"
"2025-06-25T06:00+0100","Zch_Heubeeribüel","p","h1","hPa",947.84,"bereinigt"
"2025-06-25T06:00+0100","Zch_Rosengartenstrasse","Hr","h1","%Hr",73.65,"bereinigt"
"2025-06-25T06:00+0100","Zch_Rosengartenstrasse","RainDur","h1","min",0.0,"bereinigt"
"2025-06-25T06:00+0100","Zch_Rosengartenstrasse","T","h1","°C",20.07,"bereinigt"
"2025-06-25T06:00+0100","Zch_Rosengartenstrasse","WD","h1","°",196.61,"bereinigt"
"2025-06-25T06:00+0100","Zch_Rosengartenstrasse","WVs","h1","m/s",0.34,"bereinigt"
"2025-06-25T06:00+0100","Zch_Rosengartenstrasse","WVv","h1","m/s",0.19,"bereinigt"
"2025-06-25T06:00+0100","Zch_Rosengartenstrasse","p","h1","hPa",967.35,"bereinigt"
"2025-06-25T06:00+0100","Zch_Schimmelstrasse","Hr","h1","%Hr",73.9,"bereinigt"
"2025-06-25T06:00+0100","Zch_Schimmelstrasse","RainDur","h1","min",0.0,"bereinigt"
"2025-06-25T06:00+0100","Zch_Schimmelstrasse","T","h1","°C",20.92,"bereinigt"
"2025-06-25T06:00+0100","Zch_Schimmelstrasse","WD","h1","°",144.06,"bereinigt"
"2025-06-25T06:00+0100","Zch_Schimmelstrasse","WVs","h1","m/s",0.4,"bereinigt"
"2025-06-25T06:00+0100","Zch_Schimmelstrasse","WVv","h1","m/s",0.28,"bereinigt"
"2025-06-25T06:00+0100","Zch_Schimmelstrasse","p","h1","hPa",969.79,"bereinigt"
"2025-06-25T06:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",69.27,"bereinigt"
"2025-06-25T06:00+0100","Zch_Stampfenbachstrasse","RainDur","h1","min",0.0,"bereinigt"
"2025-06-25T06:00+0100","Zch_Stampfenbachstrasse","StrGlo","h1","W/m2",253.41,"bereinigt"
"2025-06-25T06:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",20.64,"bereinigt"
"2025-06-25T06:00+0100","Zch_Stampfenbachstrasse","WD","h1","°",228.55,"bereinigt"
"2025-06-25T06:00+0100","Zch_Stampfenbachstrasse","WVs","h1","m/s",0.69,"bereinigt"
"2025-06-25T06:00+0100","Zch_Stampfenbachstrasse","WVv","h1","m/s",0.55,"bereinigt"
"2025-06-25T06:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",967.21,"bereinigt"
"2025-06-25T07:00+0100","Zch_Heubeeribüel","Hr","h1","%Hr",69.76,"bereinigt"
"2025-06-25T07:00+0100","Zch_Heubeeribüel","T","h1","°C",21.56,"bereinigt"
"2025-06-25T07:00+0100","Zch_Heubeeribüel","p","h1","hPa",948.03,"bereinigt"
"2025-06-25T07:00+0100","Zch_Rosengartenstrasse","Hr","h1","%Hr",64.98,"bereinigt"
"2025-06-25T07:00+0100","Zch_Rosengartenstrasse","RainDur","h1","min",0.0,"bereinigt"
"2025-06-25T07:00+0100","Zch_Rosengartenstrasse","T","h1","°C",22.36,"bereinigt"
"2025-06-25T07:00+0100","Zch_Rosengartenstrasse","WD","h1","°",132.49,"bereinigt"
"2025-06-25T07:00+0100","Zch_Rosengartenstrasse","WVs","h1","m/s",0.49,"bereinigt"
"2025-06-25T07:00+0100","Zch_Rosengartenstrasse","WVv","h1","m/s",0.16,"bereinigt"
"2025-06-25T07:00+0100","Zch_Rosengartenstrasse","p","h1","hPa",967.45,"bereinigt"
"2025-06-25T07:00+0100","Zch_Schimmelstrasse","Hr","h1","%Hr",71.14,"bereinigt"
"2025-06-25T07:00+0100","Zch_Schimmelstrasse","RainDur","h1","min",0.0,"bereinigt"
"2025-06-25T07:00+0100","Zch_Schimmelstrasse","T","h1","°C",22.47,"bereinigt"
"2025-06-25T07:00+0100","Zch_Schimmelstrasse","WD","h1","°",156.68,"bereinigt"
"2025-06-25T07:00+0100","Zch_Schimmelstrasse","WVs","h1","m/s",0.71,"bereinigt"
"2025-06-25T07:00+0100","Zch_Schimmelstrasse","WVv","h1","m/s",0.51,"bereinigt"
"2025-06-25T07:00+0100","Zch_Schimmelstrasse","p","h1","hPa",969.88,"bereinigt"
"2025-06-25T07:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",65.65,"bereinigt"
"2025-06-25T07:00+0100","Zch_Stampfenbachstrasse","RainDur","h1","min",0.0,"bereinigt"
"2025-06-25T07:00+0100","Zch_Stampfenbachstrasse","StrGlo","h1","W/m2",436.76,"bereinigt"
"2025-06-25T07:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",22.15,"bereinigt"
"2025-06-25T07:00+0100","Zch_Stampfenbachstrasse","WD","h1","°",176.33,"bereinigt"
"2025-06-25T07:00+0100","Zch_Stampfenbachstrasse","WVs","h1","m/s",1.15,"bereinigt"
"2025-06-25T07:00+0100","Zch_Stampfenbachstrasse","WVv","h1","m/s",0.99,"bereinigt"
"2025-06-25T07:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",967.37,"bereinigt"
"2025-06-25T08:00+0100","Zch_Heubeeribüel","Hr","h1","%Hr",65.86,"bereinigt"
"2025-06-25T08:00+0100","Zch_Heubeeribüel","T","h1","°C",23.04,"bereinigt"
"2025-06-25T08:00+0100","Zch_Heubeeribüel","p","h1","hPa",948.09,"bereinigt"
"2025-06-25T08:00+0100","Zch_Rosengartenstrasse","Hr","h1","%Hr",59.63,"bereinigt"
"2025-06-25T08:00+0100","Zch_Rosengartenstrasse","RainDur","h1","min",0.0,"bereinigt"
"2025-06-25T08:00+0100","Zch_Rosengartenstrasse","T","h1","°C",24.15,"bereinigt"
"2025-06-25T08:00+0100","Zch_Rosengartenstrasse","WD","h1","°",115.61,"bereinigt"
"2025-06-25T08:00+0100","Zch_Rosengartenstrasse","WVs","h1","m/s",0.64,"bereinigt"
"2025-06-25T08:00+0100","Zch_Rosengartenstrasse","WVv","h1","m/s",0.25,"bereinigt"
"2025-06-25T08:00+0100","Zch_Rosengartenstrasse","p","h1","hPa",967.42,"bereinigt"
"2025-06-25T08:00+0100","Zch_Schimmelstrasse","Hr","h1","%Hr",68.48,"bereinigt"
"2025-06-25T08:00+0100","Zch_Schimmelstrasse","RainDur","h1","min",0.0,"bereinigt"
"2025-06-25T08:00+0100","Zch_Schimmelstrasse","T","h1","°C",23.88,"bereinigt"
"2025-06-25T08:00+0100","Zch_Schimmelstrasse","WD","h1","°",147.57,"bereinigt"
"2025-06-25T08:00+0100","Zch_Schimmelstrasse","WVs","h1","m/s",0.73,"bereinigt"
"2025-06-25T08:00+0100","Zch_Schimmelstrasse","WVv","h1","m/s",0.38,"bereinigt"
"2025-06-25T08:00+0100","Zch_Schimmelstrasse","p","h1","hPa",969.82,"bereinigt"
"2025-06-25T08:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",60.62,"bereinigt"
"2025-06-25T08:00+0100","Zch_Stampfenbachstrasse","RainDur","h1","min",0.0,"bereinigt"
"2025-06-25T08:00+0100","Zch_Stampfenbachstrasse","StrGlo","h1","W/m2",596.11,"bereinigt"
"2025-06-25T08:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",23.74,"bereinigt"
"2025-06-25T08:00+0100","Zch_Stampfenbachstrasse","WD","h1","°",181.78,"bereinigt"
"2025-06-25T08:00+0100","Zch_Stampfenbachstrasse","WVs","h1","m/s",1.31,"bereinigt"
"2025-06-25T08:00+0100","Zch_Stampfenbachstrasse","WVv","h1","m/s",1.09,"bereinigt"
"2025-06-25T08:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",967.36,"bereinigt"
"2025-06-25T09:00+0100","Zch_Heubeeribüel","Hr","h1","%Hr",60.08,"bereinigt"
"2025-06-25T09:00+0100","Zch_Heubeeribüel","T","h1","°C",24.6,"bereinigt"
"2025-06-25T09:00+0100","Zch_Heubeeribüel","p","h1","hPa",947.95,"bereinigt"
"2025-06-25T09:00+0100","Zch_Rosengartenstrasse","Hr","h1","%Hr",54.27,"bereinigt"
"2025-06-25T09:00+0100","Zch_Rosengartenstrasse","RainDur","h1","min",0.0,"bereinigt"
"2025-06-25T09:00+0100","Zch_Rosengartenstrasse","T","h1","°C",25.94,"bereinigt"
"2025-06-25T09:00+0100","Zch_Rosengartenstrasse","WD","h1","°",156.27,"bereinigt"
"2025-06-25T09:00+0100","Zch_Rosengartenstrasse","WVs","h1","m/s",0.55,"bereinigt"
"2025-06-25T09:00+0100","Zch_Rosengartenstrasse","WVv","h1","m/s",0.16,"bereinigt"
"2025-06-25T09:00+0100","Zch_Rosengartenstrasse","p","h1","hPa",967.13,"bereinigt"
"2025-06-25T09:00+0100","Zch_Schimmelstrasse","Hr","h1","%Hr",59.95,"bereinigt"
"2025-06-25T09:00+0100","Zch_Schimmelstrasse","RainDur","h1","min",0.0,"bereinigt"
"2025-06-25T09:00+0100","Zch_Schimmelstrasse","T","h1","°C",25.73,"bereinigt"
"2025-06-25T09:00+0100","Zch_Schimmelstrasse","WD","h1","°",106.52,"bereinigt"
"2025-06-25T09:00+0100","Zch_Schimmelstrasse","WVs","h1","m/s",0.64,"bereinigt"
"2025-06-25T09:00+0100","Zch_Schimmelstrasse","WVv","h1","m/s",0.26,"bereinigt"
"2025-06-25T09:00+0100","Zch_Schimmelstrasse","p","h1","hPa",969.54,"bereinigt"
"2025-06-25T09:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",53.86,"bereinigt"
"2025-06-25T09:00+0100","Zch_Stampfenbachstrasse","RainDur","h1","min",0.0,"bereinigt"
"2025-06-25T09:00+0100","Zch_Stampfenbachstrasse","StrGlo","h1","W/m2",718.62,"bereinigt"
"2025-06-25T09:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",25.46,"bereinigt"
"2025-06-25T09:00+0100","Zch_Stampfenbachstrasse","WD","h1","°",171.81,"bereinigt"
"2025-06-25T09:00+0100","Zch_Stampfenbachstrasse","WVs","h1","m/s",1.25,"bereinigt"
"2025-06-25T09:00+0100","Zch_Stampfenbachstrasse","WVv","h1","m/s",0.79,"bereinigt"
"2025-06-25T09:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",967.05,"bereinigt"
"2025-06-25T10:00+0100","Zch_Heubeeribüel","Hr","h1","%Hr",53.39,"bereinigt"
"2025-06-25T10:00+0100","Zch_Heubeeribüel","T","h1","°C",26.41,"bereinigt"
"2025-06-25T10:00+0100","Zch_Heubeeribüel","p","h1","hPa",948.04,"bereinigt"
"2025-06-25T10:00+0100","Zch_Rosengartenstrasse","Hr","h1","%Hr",46.91,"bereinigt"
"2025-06-25T10:00+0100","Zch_Rosengartenstrasse","RainDur","h1","min",0.0,"bereinigt"
"2025-06-25T10:00+0100","Zch_Rosengartenstrasse","T","h1","°C",27.51,"bereinigt"
"2025-06-25T10:00+0100","Zch_Rosengartenstrasse","WD","h1","°",196.85,"bereinigt"
"2025-06-25T10:00+0100","Zch_Rosengartenstrasse","WVs","h1","m/s",0.64,"bereinigt"
"2025-06-25T10:00+0100","Zch_Rosengartenstrasse","WVv","h1","m/s",0.45,"bereinigt"
"2025-06-25T10:00+0100","Zch_Rosengartenstrasse","p","h1","hPa",967.23,"bereinigt"
"2025-06-25T10:00+0100","Zch_Schimmelstrasse","Hr","h1","%Hr",48.04,"bereinigt"
"2025-06-25T10:00+0100","Zch_Schimmelstrasse","RainDur","h1","min",0.0,"bereinigt"
"2025-06-25T10:00+0100","Zch_Schimmelstrasse","T","h1","°C",27.53,"bereinigt"
"2025-06-25T10:00+0100","Zch_Schimmelstrasse","WD","h1","°",105.53,"bereinigt"
"2025-06-25T10:00+0100","Zch_Schimmelstrasse","WVs","h1","m/s",0.61,"bereinigt"
"2025-06-25T10:00+0100","Zch_Schimmelstrasse","WVv","h1","m/s",0.31,"bereinigt"
"2025-06-25T10:00+0100","Zch_Schimmelstrasse","p","h1","hPa",969.58,"bereinigt"
"2025-06-25T10:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",46.46,"bereinigt"
"2025-06-25T10:00+0100","Zch_Stampfenbachstrasse","RainDur","h1","min",0.0,"bereinigt"
"2025-06-25T10:00+0100","Zch_Stampfenbachstrasse","StrGlo","h1","W/m2",797.16,"bereinigt"
"2025-06-25T10:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",27.53,"bereinigt"
"2025-06-25T10:00+0100","Zch_Stampfenbachstrasse","WD","h1","°",269.26,"bereinigt"
"2025-06-25T10:00+0100","Zch_Stampfenbachstrasse","WVs","h1","m/s",1.7,"bereinigt"
"2025-06-25T10:00+0100","Zch_Stampfenbachstrasse","WVv","h1","m/s",1.17,"bereinigt"
"2025-06-25T10:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",967.12,"bereinigt"
"2025-06-25T11:00+0100","Zch_Heubeeribüel","Hr","h1","%Hr",43.39,"bereinigt"
"2025-06-25T11:00+0100","Zch_Heubeeribüel","T","h1","°C",27.73,"bereinigt"
"2025-06-25T11:00+0100","Zch_Heubeeribüel","p","h1","hPa",948.03,"bereinigt"
"2025-06-25T11:00+0100","Zch_Rosengartenstrasse","Hr","h1","%Hr",36.18,"bereinigt"
